,tweet,closed,closure,fire
835,"#CarrFire [update] northwest of Anderson (Shasta County) is now 164,413 acres and 47% contained. Evacuations and road closures in place. Unified Command: @CALFIRESHU, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/y6i3fynBiy",0,0,2
836,"#RiverFire #MendocinoComplex [update] off Old River Road, near Mile Marker Post 7.9, Hopland (Mendocino/Lake/Colusa Counties) is now 48,800 acres and 58% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/pFlmpnDYmS",0,0,1
837,"#RanchFire #MendocinoComplex [update] off Highway 20 near Potter Valley, northeast of Ukiah (Mendocino/Lake/Colusa Counties) is now 235,000 acres and 21% contained. Evacuations and road closures in place. Unified Command: @CALFIRE_MEU and @MendocinoNF http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/wCDP0AtnB2",0,0,1
838,"#SouthFire [update] near Milton Road and South Gulch Road, Rancho Calaveras (Calaveras County) is now 250 acres.pic.twitter.com/gf3kcwhyZF",0,0,0
839,"Firefighters are battling a 50 acre fire Near Milton Road and South Gulch Road, Rancho Calaveras (Calaveras County) #SouthFirepic.twitter.com/NUjX6F239B",0,0,1
840,"#TerraFire [update] off Terramor Rd and Temescal Canyon Rd, community of Temescal Valley (Riverside County) is now 15 acres. Decrease in acreage due to more accurate mapping. Forward spread stopped. http://www.rvcfire.org/_Layouts/Incident%20Information/IncidentInfoDetail.aspx?4302 …pic.twitter.com/jYcsO0Lmk9",0,0,0
841,"#TurkeyFire [update] near Highway 46 and Turkey Flats, near Parkfield is now 2,225 acres and 60% contained. Forward spread stopped. https://twitter.com/CALFIREBEU pic.twitter.com/g8g4hTotto",0,0,0
842,"Firefighters are battling a 35 acre fire off Terramor Road and Temescal Canyon Road, community of Temescal Valley (Riverside County). #TerraFire http://www.rvcfire.org/_Layouts/Incident%20Information/IncidentInfoDetail.aspx?4302 …pic.twitter.com/nS6jsypUyA",0,0,1
843,"#CasnerFire [update] off Old Julian Highway and Creek Hollow, west of Ramona (San Diego County) is now 14 acres & 75% contained. https://twitter.com/@CALFIRESANDIEGO …pic.twitter.com/zcWGSkaQDB",0,0,0
844,"CAL FIRE is assisting the Cleveland National Forest with a fire off Holy Jim Canyon Rd, west of N. Main Divide (Orange County). #HolyFire https://twitter.com/ClevelandNF pic.twitter.com/v0JzGkWr6Q",0,0,2
845,"#TurkeyFire [update] near Highway 46 and Turkey Flats, near Parkfield is now 600 acres. https://twitter.com/CALFIREBEU pic.twitter.com/pLozcPbGUs",0,0,0
846,Mendocino Complex Repopulation 8.6.18 #mendocinocomplex @MendoSheriff @Lake_Co_Sheriff @MendocinoNF @GlennCountyOEShttps://twitter.com/CALFIRE_MEU/status/1026579803082641409 …,0,0,0
847,"Firefighters are battling a 100 acre fire near Highway 46 and Turkey Flats, near Parkfield (Monterey County). #TurkeyFire https://twitter.com/CALFIREBEU pic.twitter.com/hIXl3SwJjL",0,0,1
848,"#CasnerFire [update] off Old Julian Highway and Creek Hollow, west of Ramona (San Diego County) is now 14 acres & 25% contained. https://twitter.com/CALFIRESANDIEGO pic.twitter.com/BSYwhPMukW",0,0,0
849,#MendocinoComplex [update] Fire Evacuation Warning/Advisory Lift Updatehttps://twitter.com/CALFIRE_MEU/status/1026545122643595265 …,0,0,1
850,"Firefighters are battling a 10 acre fire off Old Julian Highway and Creek Hollow, west of Ramona (San Diego County). #CasnerFire is 10% contained. Forward spread stopped. https://twitter.com/CALFIRESANDIEGO pic.twitter.com/IqweVlBy22",0,0,1
851,"#TarinaFire [final] off of Breckenridge Rd & Comanche Dr, east of Bakersfield (Kern County) per Kern County Fire is now 100% contained at 2,950 acres.pic.twitter.com/cWlvAPe4tO",0,0,1
852,"#WhalebackFire [update] west of Spaulding (Lassen County) is now 18,703 acres and 95% contained. CAL FIRE is no longer in Unified Command and the fire has transitioned back to the @USFSLassen For more info: https://inciweb.nwcg.gov/incident/6048/ pic.twitter.com/yENUVp2Z8a",0,0,2
853,"#WagnerFire [update] at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville (Mariposa County) is now 22 acres and 90% contained.pic.twitter.com/ERXv4jQPFM",0,0,0
854,"#ParrotsFire [update] at Parrots Ferry Rd and Camp 9 Rd, south of the community of Vallecito (Calaveras County) is now 136 acres and 60% contained. https://twitter.com/@CALFIRETCU pic.twitter.com/GCMWyEvXx7",0,0,0
855,"#CarrFire [update] northwest of Anderson (Shasta County) is now 163,207 acres and 45% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/6vAYJ7rMNc",0,0,3
856,"#RanchFire #MendocinoComplex [update] Hwy 20 near Potter Valley, NE of Ukiah (Mendocino/Lake/Colusa Co) is now 225,001 acres and 21% contained. Evacuations & road closures in place. Unified Command: CAL FIRE Mendocino Unit & USFS Mendocino National Forest. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/DoPfg87Zy0",0,0,2
857,"#RiverFire #MendocinoComplex [update] off Old River Road, Hopland (Mendocino/Lake/Colusa Counties) remains 48,663 acres and 58% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/m1sVfBe4dm",0,0,2
858,"#WagnerFire [update] at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville (Mariposa County) is now 22 acres and 75% contained.pic.twitter.com/7QCvJr46yo",0,0,0
859,"#ParrotsFire [update] at Parrots Ferry Rd and Camp 9 Rd, south of the community of Vallecito (Calaveras County) is now 136 acres and 40% contained. https://twitter.com/@CALFIRETCU pic.twitter.com/HdREcCyGZv",0,0,0
860,"#RiverFire #MendocinoComplex [update] off Old River Road, Hopland (Mendocino County) is now 48,663 acres and 58% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/szZpA6nDf8",0,0,2
861,"#RanchFire #MendocinoComplex [update] off Hwy 20 near Potter Valley, NE of Ukiah (Mendocino County) is now 218,319 acres and 23% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/djRkRalFFo",0,0,2
862,"#CarrFire [update] northwest of Anderson (Shasta County) is now 160,049 acres and 43% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/riTBPOAHqz",0,0,3
863,"#RedFlagWarnings for portions of southwest California through Tuesday due to low humidity, gusty winds, and high temperatures. http://www.fire.ca.gov/communications/communications_firesafety_redflagwarning …pic.twitter.com/5Ya7NV2WU2",0,0,1
864,#CreekFire [final] off Welch Creek Rd and Geary Rd. southeast of Sunol (Alameda County) is now 100% contained at 30 acres.pic.twitter.com/dpRTeqXcQ5,0,0,0
865,#CarrFire Community meeting announcement for tomorrow at 6:00 p.m. at the Lakehead Lions Club in Lakeheadhttps://twitter.com/CALFIRESHU/status/1026236749532426240 …,0,0,0
866,"#TarinaFire [update] off of Breckenridge Rd & Comanche Dr, east of Bakersfield (Kern County) per Kern County Fire is now 3,516 acres and 95% contained.pic.twitter.com/JVeLrNHAy5",0,0,1
867,#CarrFire [update] Carr Fire Repopulation Information for 12:00 PMhttps://twitter.com/CALFIRESHU/status/1026181408807510017 …,0,0,1
868,Mendocino Complex Virtual Community Meeting 8.5.18https://twitter.com/CALFIRE_MEU/status/1026181097174880256 …,0,0,0
869,"#ParrotsFire [update] at Parrots Ferry Rd and Camp 9 Rd, south of the community of Vallecito (Calaveras County) is now 135 acres and 5% contained. https://twitter.com/@CALFIRETCU pic.twitter.com/knY1pYYydf",0,0,0
870,"Two, young residents saying ""thank you"" to the firefighters on the #CarrFire .pic.twitter.com/iabOCTqLXk",0,0,0
871,Mendocino Complex Current Evacuation Map as of 8.5.18 / 9:11 a.m.https://twitter.com/CALFIRE_MEU/status/1026142542985719808 …,0,0,0
872,"Firefighters are battling a 70 acre fire Parrots Ferry Rd and Camp 9 Rd, south of the community of Vallecito (Calaveras County). #ParrotsFire https://twitter.com/@CALFIRETCU pic.twitter.com/ra43iIiKyQ",0,0,1
873,"#WhalebackFire [update] off Whaleback Mountain and Antelope Valley Rd, west of Spaulding (Lassen County) is now 18,726 acres and 90% contained. Unified Command: CAL FIRE and the Lassen National Forest. Evacuations and road closures in place. https://inciweb.nwcg.gov/incident/6048/ pic.twitter.com/7Pr7Vs82dP",0,0,1
874,"#WagnerFire [update] at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville (Mariposa County) is now 22 acres and 50% contained. Forward spread stopped.pic.twitter.com/C8Ewpvwg4R",0,0,0
875,#CreekFire [update] off Welch Creek Rd and Geary Rd. southeast of Sunol (Alameda County) is now 30 acres and 75% contained.pic.twitter.com/7mBoeBvMIJ,0,0,0
876,"#CarrFire [update] northwest of Anderson (Shasta County) is now 154,524 acres and 41% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/tyz5W4LJM2",0,0,3
877,"#RiverFire #MendocinoComplex [update] off Old River Road, Hopland (Mendocino County) is now 47,663 acres and 58% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/BPPH1eMmLL",0,0,2
878,"#RanchFire #MendocinoComplex [update] off Hwy 20 near Potter Valley, NE of Ukiah (Mendocino County) is now 207,319 acres and 23% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/GuNyjhVEjh",0,0,2
879,#MendocinoComplex [update] new evacuations in place for areas in Colusa County.https://twitter.com/CALFIRE_MEU/status/1025934916662439937 …,0,0,0
880,Firefighters are battling a 30 acre fire off Welch Creek Rd and Geary Rd. southeast of Sunol (Alameda County). #CreekFire is 20% contained.pic.twitter.com/feyFcyMjk0,0,0,1
881,"#TarinaFire [update] off of Breckenridge Rd & Comanche Dr, east of Bakersfield (Kern County) per Kern County Fire is now 2,950 acres and 70% contained.pic.twitter.com/ttTw4axo5s",0,0,1
882,"#RanchFire #MendocinoComplex [update] off Hwy 20 near Potter Valley, NE of Ukiah (Mendocino Co) is now 181,343 acres and 22% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Mendocino Unit & USFS Mendocino National Forest. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/C71Z6vXp8v",0,0,2
883,"#RiverFire #MendocinoComplex [update] off Old River Road, Hopland (Mendocino County) is now 47,663 acres and 50% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/ABE6TOiwGk",0,0,2
884,"#BumperFire [final] off Bumper Rd & China Hill Rd, east of Frenchtown (El Dorado County) is now 100% contained at 67 acres. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2190 …pic.twitter.com/BEd7sS5AnN",0,0,1
885,"#OmegaFire [final] off Omega Lane and Alpha Circle, west of Pilot Hill (El Dorado County) is now 100% contained at 66 acres. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2191 …pic.twitter.com/VznAkhXgrJ",0,0,1
886,"#WhalebackFire [update] off Whaleback Mountain and Antelope Valley Rd, west of Spaulding (Lassen County) is now 18,726 acres and 85% contained. Unified Command: CAL FIRE and the Lassen National Forest. Evacuations and road closures in place. https://inciweb.nwcg.gov/incident/6048/ pic.twitter.com/gsWavercS9",0,0,1
887,"#CarrFire [update] northwest of Anderson (Shasta County) is now 145,015 acres and 41% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/ptGcRGl5xV",0,0,3
888,"#WagnerFire [update] at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville (Mariposa County) is now 22 acres and 25% contained. Forward spread stopped.pic.twitter.com/90600OVg8d",0,0,0
889,"#CornerFire [final] off Hwy 299 E & Hwy 89, east of Burney (Shasta County) is now 100% contained at 35 acres. http://www.fire.ca.gov/current_incidents …pic.twitter.com/VzkIZmW0iI",0,0,1
890,"Today @CALFIRE_CHIEF, emergency officials and local leaders also made a visit to the #MendocinoComplex in Mendocino and Lake counties to check in on the troops. Conditions remain tough, but spirits are high.pic.twitter.com/UnCX59FpC4",0,0,0
891,"Firefighters are battling a 10 acre fire at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville (Mariposa County). #WagnerFire Structures threatened and evacuations in progress.pic.twitter.com/f5OlEdgENP",0,0,1
892,"@JerryBrownGov surveyed wildfire damage & met with firefighters, local leaders & fire emergency management officials at the #CarrFire Incident Command Post in Shasta County this morning. The Governor along with emergency officials held a media briefing. https://vimeo.com/calfire/review/283213187/55d17083d5 …pic.twitter.com/UTrPLUMOsu",0,0,1
893,"#TarinaFire [update] off of Breckenridge Rd & Comanche Dr, east of Bakersfield (Kern County) per Kern County Fire is now 2,950 acres and 40% contained.pic.twitter.com/VAFO1ldEcY",0,0,1
894,#CarrFire [update] 8/4/2018 11 AM - Repopulation and Re-entry of Land Park and Standford Hills Subdivisonspic.twitter.com/MbdH3Mp9a5,0,0,0
895,"#WhalebackFire [update] off Whaleback Mountain and Antelope Valley Rd, west of Spaulding (Lassen County) is now 18,726 acres and 80% contained. Unified Command: CAL FIRE and the Lassen National Forest. Evacuations and road closures in place. https://inciweb.nwcg.gov/incident/6048/ pic.twitter.com/4gzVghDpF1",0,0,1
896,"#BumperFire [update] off Bumper Rd & China Hill Rd, east of Frenchtown (El Dorado County) remains 67 acres and 95% contained. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2190 …pic.twitter.com/XcBaMKZ53n",0,0,1
897,"#OmegaFire [update] off Omega Lane and Alpha Circle, west of Pilot Hill (El Dorado County) remains 66 acres and 95% contained. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2191 …pic.twitter.com/n4MNfopo8B",0,0,1
898,"#CarrFire [update] northwest of Anderson (Shasta County) is now 141,825 acres and 41% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Shasta-Trinity Unit, Redding City Fire and Whiskeytown National Park. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2164 …pic.twitter.com/YiVU2auuBJ",0,0,3
899,"#RanchFire #MendocinoComplex [update] off Hwy 20 near Potter Valley, NE of Ukiah (Mendocino Co) is now 156,678 acres and 27% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Mendocino Unit & USFS Mendocino National Forest. http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2175 …pic.twitter.com/LmdymdPlp1",0,0,2
900,"#RiverFire #MendocinoComplex [update] off Old River Road, Hopland (Mendocino County) is now 44,793 acres and 50% contained. Evacuations and road closures in place. Unified Command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2178 …pic.twitter.com/1rhyLct8iO",0,0,2
901,"#CornerFire [update] off Hwy 299 E & Hwy 89, east of Burney (Shasta County) remains 35 acres and 97% contained. http://www.fire.ca.gov/current_incidents …pic.twitter.com/kB9wZXxvoo",0,0,1
